condition,replicate,generation,shannon_diversity,richness,dominant_fraction,top3_fraction,vacancies
KtW_ON,0,161,2.066677544637237,9,0.1636734693877551,0.45877551020408164,598
KtW_ON,0,162,2.0664548991289178,9,0.16081632653061226,0.45816326530612245,600
KtW_ON,0,163,2.064489038933799,9,0.16163265306122448,0.4595918367346939,599
KtW_ON,0,164,2.065043377223193,9,0.16510204081632654,0.46183673469387754,583
KtW_ON,0,165,2.0650581325507007,9,0.16693877551020408,0.4608163265306122,597
KtW_ON,0,166,2.0679925991329635,9,0.1657142857142857,0.4626530612244898,591
KtW_ON,0,167,2.063498446101236,9,0.16489795918367348,0.46122448979591835,597
KtW_ON,0,168,2.0665234786388735,9,0.16306122448979593,0.45816326530612245,597
KtW_ON,0,169,2.0649954499607754,9,0.16387755102040816,0.45714285714285713,607
KtW_ON,0,170,2.0625893366246872,9,0.16306122448979593,0.45979591836734696,610
KtW_ON,0,171,2.0621307757147216,9,0.16408163265306122,0.4589795918367347,615
KtW_ON,0,172,2.0628935971675095,9,0.16326530612244897,0.45816326530612245,614
KtW_ON,0,173,2.06120981398205,9,0.16448979591836735,0.46224489795918366,590
KtW_ON,0,174,2.0631603139051835,9,0.15959183673469388,0.45755102040816326,588
KtW_ON,0,175,2.063021946090596,9,0.1579591836734694,0.45408163265306123,601
KtW_ON,0,176,2.06215421756542,9,0.15959183673469388,0.45714285714285713,586
KtW_ON,0,177,2.0624646840624346,9,0.15959183673469388,0.4589795918367347,590
KtW_ON,0,178,2.0587392312511215,9,0.16306122448979593,0.46040816326530615,590
KtW_ON,0,179,2.0535626740340494,9,0.16326530612244897,0.46346938775510205,594
KtW_ON,0,180,2.0525215809676367,9,0.16387755102040816,0.46551020408163263,595
KtW_ON,0,181,2.0496506733681916,9,0.16224489795918368,0.46591836734693876,600
KtW_ON,0,182,2.0479211788432843,9,0.16122448979591836,0.46285714285714286,601
KtW_ON,0,183,2.0425759193277977,9,0.16285714285714287,0.46591836734693876,601
KtW_ON,0,184,2.0420711055339495,9,0.16346938775510203,0.46653061224489795,595
KtW_ON,0,185,2.0415498460771175,9,0.16306122448979593,0.4638775510204082,612
KtW_ON,0,186,2.0405895124515028,9,0.16448979591836735,0.46653061224489795,602
KtW_ON,0,187,2.0379937792249105,9,0.16346938775510203,0.46714285714285714,591
KtW_ON,0,188,2.0385139264518726,9,0.16326530612244897,0.4657142857142857,597
KtW_ON,0,189,2.0356812923268466,9,0.16408163265306122,0.4683673469387755,581
